name,artist,rank,weeks
Party Rock Anthem,LMFAO,42,63
Sexy And I Know It,LMFAO,43,40
Fly Over States,Jason Aldean,44,15
The Fighter,Gym Class Heroes,45,3
"Work Hard, Play Hard",Wiz Khalifa,46,6
Good Feeling,Flo Rida,47,36
Beez In The Trap,Nicki Minaj,48,9
We Run The Night,Havana Brown,49,10
Turn Me On,David Guetta,50,27
No Hurry,Zac Brown Band,51,13
Dance Again,Jennifer Lopez,52,9
Better Than I Used To Be,Tim McGraw,53,20
(Kissed You) Good Night,Gloriana,54,9
Come Over,Kenny Chesney,55,3
5-1-5-0,Dierks Bentley,56,4
You Don't Know Her Like I Do,Brantley Gilbert,57,19
Leave You Alone,Young Jeezy,58,12
Some Nights,fun.,59,15
Heart Attack,Trey Songz,60,9
One Thing,One Direction,61,10
HYFR (Hell Ya F*****g Right),Drake,62,13
UP!,LoveRance,63,14
So Good,B.o.B,64,15
Ayy Ladies,Travis Porter,65,14
Let's Go,Calvin Harris,66,4
Take It To The Head,DJ Khaled,67,9
Beers Ago,Toby Keith,68,7
Wanted,Hunter Hayes,69,6
Over You,Miranda Lambert,70,20
Right By My Side,Nicki Minaj,71,9
Burn It Down,Linkin Park,72,7
Tongue Tied,Grouplove,73,6
Too Close,Alex Clare,74,10
Eyes Open,Taylor Swift,75,11
Time Is Love,Josh Turner,76,10
Both Of Us,B.o.B,77,5
No Lie,2 Chainz,78,4
Nobody's Perfect,J. Cole,79,3
Little Talks,Of Monsters,80,9
Angel Eyes,Love,81,3
Crew Love,Drake,82,11
Postcard From Paris,The Band Perry,83,4
Turn Up The Music,Chris Brown,84,16
I'm All Yours,Jay Sean,85,1
Shadow Days,John Mayer,86,2
Why Ya Wanna,Jana Kramer,87,5
Midnight City,M83.,88,13
Fine By Me,Andy Grammer,89,9
How We Do (Party),Rita Ora,90,2
Cowboys And Angels,Dustin Lynch,91,3
Same Damn Time,Future,92,5
Chasing The Sun,The Wanted,93,1
Lemme See,Usher,94,2
Tonight (Best You Ever Had),John Legend,95,7
Banjo,Rascal Flatts,96,16
For You,Keith Urban,97,1
Ai Se Eu Te Pego,Michel Telo,98,10
Drink On It,Blake Shelton,99,19
Bangarang,Skrillex,100,15
Somebody That I Used To Know,Gotye,1,21
Call Me Maybe,Carly Rae Jepsen,2,14
Payphone,Maroon 5,3,6
We Are Young,fun.,4,23
Starships,Nicki Minaj,5,15
Wild Ones,Flo Rida,6,21
What Makes You Beautiful,One Direction,7,15
Glad You Came,The Wanted,8,20
Boyfriend,Justin Bieber,9,9
Home,Phillip Phillips,10,1
Where Have You Been,Rihanna,11,6
Drive By,Train,12,20
Scream,Usher,13,5
Back In Time,Pitbull,14,8
Stronger (What Doesn't Kill You),Kelly Clarkson,15,23
Brokenhearted,Karmin,16,12
Lights,Ellie Goulding,17,23
Feel So Close,Calvin Harris,18,16
Springsteen,Eric Church,19,13
Part Of Me,Katy Perry,20,15
Take Care,Drake,21,28
Drunk On You,Luke Bryan,22,13
The Motto,Drake,23,28
Mercy,"Kanye West, Big Sean, Pusha T, 2 Chainz",24,8
Titanium,David Guetta,25,7
Rumour Has It,Adele,26,24
Good Girl,Carrie Underwood,27,14
Drank In My Cup,Kirko Bangz,28,16
Somethin' 'Bout A Truck,Kip Moore,29,16
I Won't Give Up,Jason Mraz,30,21
Birthday Cake,Rihanna,31,14
Climax,Usher,32,14
Faded,Tyga,33,19
Dance Again,Jennifer Lopez,34,8
Wide Awake,Katy Perry,35,1
We Found Love,Rihanna,36,36
Fly Over States,Jason Aldean,37,14
Set Fire To The Rain,Adele,38,39
Party Rock Anthem,LMFAO,39,62
Everybody Talks,Neon Trees,40,11
Cashin' Out,Ca$h Out,41,7
Sexy And I Know It,LMFAO,42,39
Give Your Heart A Break,Demi Lovato,43,8
(Kissed You) Good Night,Gloriana,44,8
Good Feeling,Flo Rida,45,35
Even If It Breaks Your Heart,Eli Young Band,46,11
Turn Me On,David Guetta,47,26
Moves Like Jagger,Maroon 5,48,49
Beez In The Trap,Nicki Minaj,49,8
No Hurry,Zac Brown Band,50,12
So Good,B.o.B,51,14
Better Than I Used To Be,Tim McGraw,52,19
Leave You Alone,Young Jeezy,53,11
"Work Hard, Play Hard",Wiz Khalifa,54,5
UP!,LoveRance,55,13
We Run The Night,Havana Brown,56,9
Over You,Miranda Lambert,57,19
You Don't Know Her Like I Do,Brantley Gilbert,58,18
Right By My Side,Nicki Minaj,59,8
Eyes Open,Taylor Swift,60,10
The Fighter,Gym Class Heroes,61,2
Ayy Ladies,Travis Porter,62,13
HYFR (Hell Ya F*****g Right),Drake,63,12
Some Nights,fun.,64,14
Come Over,Kenny Chesney,65,2
5-1-5-0,Dierks Bentley,66,3
Too Close,Alex Clare,67,9
Beers Ago,Toby Keith,68,6
Burn It Down,Linkin Park,69,6
Take It To The Head,DJ Khaled,70,8
Heart Attack,Trey Songz,71,8
Turn Up The Music,Chris Brown,72,15
No Lie,2 Chainz,73,3
One Thing,One Direction,74,9
Let's Go,Calvin Harris,75,3
Around My Way (Freedom Ain't Free),Lupe Fiasco,76,1
Wanted,Hunter Hayes,77,5
Tongue Tied,Grouplove,78,5
Time Is Love,Josh Turner,79,9
Crew Love,Drake,80,10
Both Of Us,B.o.B,81,4
Little Talks,Of Monsters,82,8
Midnight City,M83.,83,12
Nobody's Perfect,J. Cole,84,2
Why Ya Wanna,Jana Kramer,85,4
Postcard From Paris,The Band Perry,86,3
Fine By Me,Andy Grammer,87,8
Banjo,Rascal Flatts,88,15
Don't Wake Me Up,Chris Brown,89,1
Undefeated,Jason Derulo,90,1
Angel Eyes,Love,91,2
Same Damn Time,Future,92,4
Tonight (Best You Ever Had),John Legend,93,6
Drink On It,Blake Shelton,94,18
Cowboys And Angels,Dustin Lynch,95,2
How We Do (Party),Rita Ora,96,1
We've Got Tonight,Phillip Phillips,97,1
Got My Country On,Chris Cagle,98,9
Ai Se Eu Te Pego,Michel Telo,99,9
Bangarang,Skrillex,100,14
Somebody That I Used To Know,Gotye,1,20
Call Me Maybe,Carly Rae Jepsen,2,13
Payphone,Maroon 5,3,5
We Are Young,fun.,4,22
Starships,Nicki Minaj,5,14
Wild Ones,Flo Rida,6,20
What Makes You Beautiful,One Direction,7,14
Glad You Came,The Wanted,8,19
Boyfriend,Justin Bieber,9,8
Drive By,Train,10,19
Stronger (What Doesn't Kill You),Kelly Clarkson,11,22
Feel So Close,Calvin Harris,12,15
Where Have You Been,Rihanna,13,5
Part Of Me,Katy Perry,14,14
Scream,Usher,15,4
Back In Time,Pitbull,16,7
Take Care,Drake,17,27
The Motto,Drake,18,27
Dance Again,Jennifer Lopez,19,7
Springsteen,Eric Church,20,12
Rumour Has It,Adele,21,23
Lights,Ellie Goulding,22,22
Brokenhearted,Karmin,23,11
Drunk On You,Luke Bryan,24,12
Good Girl,Carrie Underwood,25,13
Mercy,"Kanye West, Big Sean, Pusha T, 2 Chainz",26,7
Climax,Usher,27,13
Drank In My Cup,Kirko Bangz,28,15
I Won't Give Up,Jason Mraz,29,20
Titanium,David Guetta,30,6
Somethin' 'Bout A Truck,Kip Moore,31,15
Birthday Cake,Rihanna,32,13
Fly Over States,Jason Aldean,33,13
We Found Love,Rihanna,34,35
Set Fire To The Rain,Adele,35,38
Faded,Tyga,36,18
Turn Me On,David Guetta,37,25
Party Rock Anthem,LMFAO,38,61
Sexy And I Know It,LMFAO,39,38
Good Feeling,Flo Rida,40,34
Cashin' Out,Ca$h Out,41,6
Everybody Talks,Neon Trees,42,10
Give Your Heart A Break,Demi Lovato,43,7
"Young, Wild & Free",Snoop Dogg,44,32
Eyes Open,Taylor Swift,45,9
UP!,LoveRance,46,12
Paradise,Coldplay,47,32
Too Close,Alex Clare,48,8
Moves Like Jagger,Maroon 5,49,48
Ass Back Home,Gym Class Heroes,50,23
Over You,Miranda Lambert,51,18
So Good,B.o.B,52,13
Leave You Alone,Young Jeezy,53,10
Even If It Breaks Your Heart,Eli Young Band,54,10
Beez In The Trap,Nicki Minaj,55,7
No Hurry,Zac Brown Band,56,11
Better Than I Used To Be,Tim McGraw,57,18
"Work Hard, Play Hard",Wiz Khalifa,58,4
Come Over,Kenny Chesney,59,1
Right By My Side,Nicki Minaj,60,7
Ayy Ladies,Travis Porter,61,12
No Lie,2 Chainz,62,2
HYFR (Hell Ya F*****g Right),Drake,63,11
You Don't Know Her Like I Do,Brantley Gilbert,64,17
We Run The Night,Havana Brown,65,8
Burn It Down,Linkin Park,66,5
Some Nights,fun.,67,13
Turn Up The Music,Chris Brown,68,14
Heart Attack,Trey Songz,69,7
Beers Ago,Toby Keith,70,5
Take It To The Head,DJ Khaled,71,7
(Kissed You) Good Night,Gloriana,72,7
5-1-5-0,Dierks Bentley,73,2
Tongue Tied,Grouplove,74,4
Banjo,Rascal Flatts,75,14
One Thing,One Direction,76,8
Wanted,Hunter Hayes,77,4
Midnight City,M83.,78,11
Time Is Love,Josh Turner,79,8
Drink On It,Blake Shelton,80,17
Little Talks,Of Monsters,81,7
Crew Love,Drake,82,9
Feel Like A Rock Star,Kenny Chesney,83,7
Fine By Me,Andy Grammer,84,7
Dancin' Away With My Heart,Lady Antebellum,85,19
Got My Country On,Chris Cagle,86,8
Postcard From Paris,The Band Perry,87,2
Why Ya Wanna,Jana Kramer,88,3
Let's Go,Calvin Harris,89,2
Nobody's Perfect,J. Cole,90,1
Both Of Us,B.o.B,91,3
Whistle,Flo Rida,92,4
This Ole Boy,Craig Morgan,93,9
Ai Se Eu Te Pego,Michel Telo,94,8
The Fighter,Gym Class Heroes,95,1
Bangarang,Skrillex,96,13
Same Damn Time,Future,97,3
Angel Eyes,Love,98,1
Tonight (Best You Ever Had),John Legend,99,5
Cowboys And Angels,Dustin Lynch,100,1
Somebody That I Used To Know,Gotye,1,19
Payphone,Maroon 5,2,4
We Are Young,fun.,3,21
Call Me Maybe,Carly Rae Jepsen,4,12
Wild Ones,Flo Rida,5,19
Starships,Nicki Minaj,6,13
What Makes You Beautiful,One Direction,7,13
Glad You Came,The Wanted,8,18
Boyfriend,Justin Bieber,9,7
Drive By,Train,10,18
Stronger (What Doesn't Kill You),Kelly Clarkson,11,21
Feel So Close,Calvin Harris,12,14
Part Of Me,Katy Perry,13,13
Take Care,Drake,14,26
The Motto,Drake,15,26
Rumour Has It,Adele,16,22
Dance Again,Jennifer Lopez,17,6
Where Have You Been,Rihanna,18,4
Springsteen,Eric Church,19,11
Brokenhearted,Karmin,20,10
Back In Time,Pitbull,21,6
Climax,Usher,22,12
Drunk On You,Luke Bryan,23,11
Birthday Cake,Rihanna,24,12
Scream,Usher,25,3
Lights,Ellie Goulding,26,21
Mercy,"Kanye West, Big Sean, Pusha T, 2 Chainz",27,6
Good Girl,Carrie Underwood,28,12
Set Fire To The Rain,Adele,29,37
Drank In My Cup,Kirko Bangz,30,14
Turn Me On,David Guetta,31,24
Fly Over States,Jason Aldean,32,12
We Found Love,Rihanna,33,34
I Won't Give Up,Jason Mraz,34,19
Somethin' 'Bout A Truck,Kip Moore,35,14
Eyes Open,Taylor Swift,36,8
Faded,Tyga,37,17
So Good,B.o.B,38,12
Over You,Miranda Lambert,39,17
Good Feeling,Flo Rida,40,33
"Young, Wild & Free",Snoop Dogg,41,31
Ass Back Home,Gym Class Heroes,42,22
Sexy And I Know It,LMFAO,43,37
Party Rock Anthem,LMFAO,44,60
No Lie,2 Chainz,45,1
Titanium,David Guetta,46,5
Rack City,Tyga,47,25
UP!,LoveRance,48,11
Moves Like Jagger,Maroon 5,49,47
Paradise,Coldplay,50,31
Leave You Alone,Young Jeezy,51,9
Cashin' Out,Ca$h Out,52,5
Give Your Heart A Break,Demi Lovato,53,6
"Work Hard, Play Hard",Wiz Khalifa,54,3
No Hurry,Zac Brown Band,55,10
Beez In The Trap,Nicki Minaj,56,6
Everybody Talks,Neon Trees,57,9
99 Problems,Tony Lucca,58,1
Even If It Breaks Your Heart,Eli Young Band,59,9
Turn To You (Mother's Day Dedication),Justin Bieber,60,1
Ayy Ladies,Travis Porter,61,11
Better Than I Used To Be,Tim McGraw,62,17
Too Close,Alex Clare,63,7
HYFR (Hell Ya F*****g Right),Drake,64,10
Feel Like A Rock Star,Kenny Chesney,65,6
Turn Up The Music,Chris Brown,66,13
Banjo,Rascal Flatts,67,13
Yesterday,Adam Levine,68,1
Burn It Down,Linkin Park,69,4
Talk That Talk,Rihanna,70,20
We Run The Night,Havana Brown,71,7
Drink On It,Blake Shelton,72,16
Dancin' Away With My Heart,Lady Antebellum,73,18
You Don't Know Her Like I Do,Brantley Gilbert,74,16
Both Of Us,B.o.B,75,2
Some Nights,fun.,76,12
Whistle,Flo Rida,77,3
Right By My Side,Nicki Minaj,78,6
Beers Ago,Toby Keith,79,4
Heart Attack,Trey Songz,80,6
(Kissed You) Good Night,Gloriana,81,6
Midnight City,M83.,82,10
I Believe I Can Fly,Jermaine Paul,83,1
Take It To The Head,DJ Khaled,84,6
The Prayer,Christina Aguilera,85,1
Wanted,Hunter Hayes,86,3
Little Talks,Of Monsters,87,6
Crew Love,Drake,88,8
One Thing,One Direction,89,7
Time Is Love,Josh Turner,90,7
Blown Away,Carrie Underwood,91,2
Fine By Me,Andy Grammer,92,6
Got My Country On,Chris Cagle,93,7
5-1-5-0,Dierks Bentley,94,1
This Ole Boy,Craig Morgan,95,8
Ai Se Eu Te Pego,Michel Telo,96,7
Why Ya Wanna,Jana Kramer,97,2
Lemme See,Usher,98,1
Tonight (Best You Ever Had),John Legend,99,4
Another Round,Fat Joe,100,6
Somebody That I Used To Know,Gotye,1,18
We Are Young,fun.,2,20
Payphone,Maroon 5,3,3
Call Me Maybe,Carly Rae Jepsen,4,11
Wild Ones,Flo Rida,5,18
Glad You Came,The Wanted,6,17
Starships,Nicki Minaj,7,12
Boyfriend,Justin Bieber,8,6
What Makes You Beautiful,One Direction,9,12
Stronger (What Doesn't Kill You),Kelly Clarkson,10,20
Drive By,Train,11,17
Feel So Close,Calvin Harris,12,13
Part Of Me,Katy Perry,13,12
Take Care,Drake,14,25
The Motto,Drake,15,25
Rumour Has It,Adele,16,21
Climax,Usher,17,11
Both Of Us,B.o.B,18,1
Springsteen,Eric Church,19,10
Dance Again,Jennifer Lopez,20,5
Set Fire To The Rain,Adele,21,36
Turn Me On,David Guetta,22,23
Eyes Open,Taylor Swift,23,7
Birthday Cake,Rihanna,24,11
Drunk On You,Luke Bryan,25,10
Brokenhearted,Karmin,26,9
We Found Love,Rihanna,27,33
Drank In My Cup,Kirko Bangz,28,13
Where Have You Been,Rihanna,29,3
Back In Time,Pitbull,30,5
Ass Back Home,Gym Class Heroes,31,21
So Good,B.o.B,32,11
Good Girl,Carrie Underwood,33,11
Fly Over States,Jason Aldean,34,11
Lights,Ellie Goulding,35,20
Mercy,"Kanye West, Big Sean, Pusha T, 2 Chainz",36,5
Good Feeling,Flo Rida,37,32
"Young, Wild & Free",Snoop Dogg,38,30
Over You,Miranda Lambert,39,16
I Won't Give Up,Jason Mraz,40,18
Faded,Tyga,41,16
Sexy And I Know It,LMFAO,42,36
Somethin' 'Bout A Truck,Kip Moore,43,13
Party Rock Anthem,LMFAO,44,59
Rack City,Tyga,45,24
Scream,Usher,46,2
"Work Hard, Play Hard",Wiz Khalifa,47,2
Paradise,Coldplay,48,30
Moves Like Jagger,Maroon 5,49,46
UP!,LoveRance,50,10
Titanium,David Guetta,51,4
A Woman Like You,Lee Brice,52,20
Ayy Ladies,Travis Porter,53,10
Leave You Alone,Young Jeezy,54,8
Dancin' Away With My Heart,Lady Antebellum,55,17
Banjo,Rascal Flatts,56,12
Drink On It,Blake Shelton,57,15
No Hurry,Zac Brown Band,58,9
Better Than I Used To Be,Tim McGraw,59,16
Feel Like A Rock Star,Kenny Chesney,60,5
Beez In The Trap,Nicki Minaj,61,5
Give Your Heart A Break,Demi Lovato,62,5
Cashin' Out,Ca$h Out,63,4
Even If It Breaks Your Heart,Eli Young Band,64,8
Turn Up The Music,Chris Brown,65,12
Blown Away,Carrie Underwood,66,1
Talk That Talk,Rihanna,67,19
Everybody Talks,Neon Trees,68,8
HYFR (Hell Ya F*****g Right),Drake,69,9
"It's A Man's, Man's, Man's World",Juliet Simms,70,1
Shake It Out,Glee Cast,71,1
We Run The Night,Havana Brown,72,6
Burn It Down,Linkin Park,73,3
You Don't Know Her Like I Do,Brantley Gilbert,74,15
Too Close,Alex Clare,75,6
Some Nights,fun.,76,11
Midnight City,M83.,77,9
Right By My Side,Nicki Minaj,78,5
Beers Ago,Toby Keith,79,3
Tonight (Best You Ever Had),John Legend,80,3
Heart Attack,Trey Songz,81,5
One Thing,One Direction,82,6
Take It To The Head,DJ Khaled,83,5
(Kissed You) Good Night,Gloriana,84,5
Little Talks,Of Monsters,85,5
Safe & Sound,Taylor Swift,86,17
Time Is Love,Josh Turner,87,6
Wanted,Hunter Hayes,88,2
Crew Love,Drake,89,7
Ai Se Eu Te Pego,Michel Telo,90,6
Fine By Me,Andy Grammer,91,5
Bangarang,Skrillex,92,12
Got My Country On,Chris Cagle,93,6
This Ole Boy,Craig Morgan,94,7
Whistle,Flo Rida,95,2
Another Round,Fat Joe,96,5
Why Ya Wanna,Jana Kramer,97,1
Scary Monsters And Nice Sprites,Skrillex,98,14
Same Damn Time,Future,99,2
Postcard From Paris,The Band Perry,100,1
Somebody That I Used To Know,Gotye,1,17
We Are Young,fun.,2,19
Payphone,Maroon 5,3,2
Glad You Came,The Wanted,4,16
Call Me Maybe,Carly Rae Jepsen,5,10
Wild Ones,Flo Rida,6,17
Boyfriend,Justin Bieber,7,5
Starships,Nicki Minaj,8,11
What Makes You Beautiful,One Direction,9,11
Stronger (What Doesn't Kill You),Kelly Clarkson,10,19
Part Of Me,Katy Perry,11,11
Drive By,Train,12,16
Feel So Close,Calvin Harris,13,12
Take Care,Drake,14,24
The Motto,Drake,15,24
Rumour Has It,Adele,16,20
"Work Hard, Play Hard",Wiz Khalifa,17,1
Climax,Usher,18,10
So Good,B.o.B,19,10
Eyes Open,Taylor Swift,20,6
Turn Me On,David Guetta,21,22
Set Fire To The Rain,Adele,22,35
Springsteen,Eric Church,23,9
Birthday Cake,Rihanna,24,10
Dance Again,Jennifer Lopez,25,4
We Found Love,Rihanna,26,32
Drunk On You,Luke Bryan,27,9
"Young, Wild & Free",Snoop Dogg,28,29
Ass Back Home,Gym Class Heroes,29,20
Good Feeling,Flo Rida,30,31
Good Girl,Carrie Underwood,31,10
Brokenhearted,Karmin,32,8
I Won't Give Up,Jason Mraz,33,17
Fly Over States,Jason Aldean,34,10
Drank In My Cup,Kirko Bangz,35,12
Rack City,Tyga,36,23
Sexy And I Know It,LMFAO,37,35
Over You,Miranda Lambert,38,15
Mercy,"Kanye West, Big Sean, Pusha T, 2 Chainz",39,4
Lights,Ellie Goulding,40,19
Party Rock Anthem,LMFAO,41,58
Faded,Tyga,42,15
Somethin' 'Bout A Truck,Kip Moore,43,12
Domino,Jessie J,44,29
A Woman Like You,Lee Brice,45,19
International Love,Pitbull,46,26
Moves Like Jagger,Maroon 5,47,45
Back In Time,Pitbull,48,4
UP!,LoveRance,49,9
Dancin' Away With My Heart,Lady Antebellum,50,16
Banjo,Rascal Flatts,51,11
Drink On It,Blake Shelton,52,14
Ayy Ladies,Travis Porter,53,9
Turn Up The Music,Chris Brown,54,11
Feel Like A Rock Star,Kenny Chesney,55,4
Talk That Talk,Rihanna,56,18
Leave You Alone,Young Jeezy,57,7
Even If It Breaks Your Heart,Eli Young Band,58,7
Beez In The Trap,Nicki Minaj,59,4
Better Than I Used To Be,Tim McGraw,60,15
No Hurry,Zac Brown Band,61,8
Burn It Down,Linkin Park,62,2
Titanium,David Guetta,63,3
Whistle,Flo Rida,64,1
How Will I Know,Glee Cast,65,1
Everybody Talks,Neon Trees,66,7
Cashin' Out,Ca$h Out,67,3
Strip,Chris Brown,68,20
Give Your Heart A Break,Demi Lovato,69,4
Scream,Usher,70,1
You Don't Know Her Like I Do,Brantley Gilbert,71,14
HYFR (Hell Ya F*****g Right),Drake,72,8
Midnight City,M83.,73,8
Some Nights,fun.,74,10
One Thing,One Direction,75,5
Right By My Side,Nicki Minaj,76,4
Safe & Sound,Taylor Swift,77,16
Where Have You Been,Rihanna,78,2
Tonight (Best You Ever Had),John Legend,79,2
Stay Schemin,Rick Ross,80,2
Ai Se Eu Te Pego,Michel Telo,81,5
Bangarang,Skrillex,82,11
(Kissed You) Good Night,Gloriana,83,4
Another Round,Fat Joe,84,4
Beers Ago,Toby Keith,85,2
Time Is Love,Josh Turner,86,5
Take It To The Head,DJ Khaled,87,4
Little Talks,Of Monsters,88,4
Let's Go,Calvin Harris,89,1
Loud,Mac Miller,90,2
We Run The Night,Havana Brown,91,5
It's Not Right But It's Okay,Glee Cast,92,1
Got My Country On,Chris Cagle,93,5
Fine By Me,Andy Grammer,94,4
Magic,Future,95,9
Heart Attack,Trey Songz,96,4
Crew Love,Drake,97,6
This Ole Boy,Craig Morgan,98,6
Wanted,Hunter Hayes,99,1
Scary Monsters And Nice Sprites,Skrillex,100,13
Somebody That I Used To Know,Gotye,1,16
We Are Young,fun.,2,18
Payphone,Maroon 5,3,1
Boyfriend,Justin Bieber,4,4
Glad You Came,The Wanted,5,15
Wild Ones,Flo Rida,6,16
Call Me Maybe,Carly Rae Jepsen,7,9
What Makes You Beautiful,One Direction,8,10
Starships,Nicki Minaj,9,10
Stronger (What Doesn't Kill You),Kelly Clarkson,10,18
Drive By,Train,11,15
Part Of Me,Katy Perry,12,10
Take Care,Drake,13,23
Feel So Close,Calvin Harris,14,11
The Motto,Drake,15,23
Rumour Has It,Adele,16,19
So Good,B.o.B,17,9
Set Fire To The Rain,Adele,18,34
Turn Me On,David Guetta,19,21
Climax,Usher,20,9
Eyes Open,Taylor Swift,21,5
We Found Love,Rihanna,22,31
"Young, Wild & Free",Snoop Dogg,23,28
Birthday Cake,Rihanna,24,9
Ass Back Home,Gym Class Heroes,25,19
Springsteen,Eric Church,26,8
Good Feeling,Flo Rida,27,30
Drunk On You,Luke Bryan,28,8
Dance Again,Jennifer Lopez,29,3
Burn It Down,Linkin Park,30,1
Rack City,Tyga,31,22
Sexy And I Know It,LMFAO,32,34
Brokenhearted,Karmin,33,7
Domino,Jessie J,34,28
Good Girl,Carrie Underwood,35,9
I Won't Give Up,Jason Mraz,36,16
Fly Over States,Jason Aldean,37,9
Over You,Miranda Lambert,38,14
Mercy,"Kanye West, Big Sean, Pusha T, 2 Chainz",39,3
Drank In My Cup,Kirko Bangz,40,11
A Woman Like You,Lee Brice,41,18
International Love,Pitbull,42,25
Party Rock Anthem,LMFAO,43,57
Moves Like Jagger,Maroon 5,44,44
Drink On It,Blake Shelton,45,13
Dancin' Away With My Heart,Lady Antebellum,46,15
Somethin' 'Bout A Truck,Kip Moore,47,11
UP!,LoveRance,48,8
Lights,Ellie Goulding,49,18
Faded,Tyga,50,14
Turn Up The Music,Chris Brown,51,10
Banjo,Rascal Flatts,52,10
Loud,Mac Miller,53,1
Talk That Talk,Rihanna,54,17
Ayy Ladies,Travis Porter,55,8
Feel Like A Rock Star,Kenny Chesney,56,3
Everybody Talks,Neon Trees,57,6
Stay Schemin,Rick Ross,58,1
Alone With You,Jake Owen,59,20
Better Than I Used To Be,Tim McGraw,60,14
Leave You Alone,Young Jeezy,61,6
Strip,Chris Brown,62,19
Too Close,Alex Clare,63,5
Beez In The Trap,Nicki Minaj,64,3
Back In Time,Pitbull,65,3
Even If It Breaks Your Heart,Eli Young Band,66,6
No Hurry,Zac Brown Band,67,7
Safe & Sound,Taylor Swift,68,15
Some Nights,fun.,69,9
You Don't Know Her Like I Do,Brantley Gilbert,70,13
One Thing,One Direction,71,4
Right By My Side,Nicki Minaj,72,3
Midnight City,M83.,73,7
Give Your Heart A Break,Demi Lovato,74,3
Cashin' Out,Ca$h Out,75,2
HYFR (Hell Ya F*****g Right),Drake,76,7
Somebody That I Used To Know,Glee Cast,77,2
Bangarang,Skrillex,78,10
Titanium,David Guetta,79,2
Another Round,Fat Joe,80,3
Magic,Future,81,8
Little Talks,Of Monsters,82,3
Take It To The Head,DJ Khaled,83,3
Time Is Love,Josh Turner,84,4
(Kissed You) Good Night,Gloriana,85,3
Way Too Cold,Kanye West,86,1
Crew Love,Drake,87,5
Got My Country On,Chris Cagle,88,4
Sweet Love,Chris Brown,89,1
Scary Monsters And Nice Sprites,Skrillex,90,12
Ai Se Eu Te Pego,Michel Telo,91,4
Fine By Me,Andy Grammer,92,3
This Ole Boy,Craig Morgan,93,5
We Run The Night,Havana Brown,94,4
Beers Ago,Toby Keith,95,1
Eyes Wide Open,Gotye,96,1
Tonight (Best You Ever Had),John Legend,97,1
Heart Attack,Trey Songz,98,3
Think Like A Man,Jennifer Hudson,99,2
Same Damn Time,Future,100,1
Somebody That I Used To Know,Gotye,1,15
We Are Young,fun.,2,17
Glad You Came,The Wanted,3,14
What Makes You Beautiful,One Direction,4,9
Boyfriend,Justin Bieber,5,3
Wild Ones,Flo Rida,6,15
Starships,Nicki Minaj,7,9
Call Me Maybe,Carly Rae Jepsen,8,8
Stronger (What Doesn't Kill You),Kelly Clarkson,9,17
Part Of Me,Katy Perry,10,9
Take Care,Drake,11,22
Feel So Close,Calvin Harris,12,10
Drive By,Train,13,14
The Motto,Drake,14,22
Turn Me On,David Guetta,15,20
So Good,B.o.B,16,8
Set Fire To The Rain,Adele,17,33
Ass Back Home,Gym Class Heroes,18,18
"Young, Wild & Free",Snoop Dogg,19,27
Rumour Has It,Adele,20,18
Mercy,"Kanye West, Big Sean, Pusha T, 2 Chainz",21,2
We Found Love,Rihanna,22,30
Eyes Open,Taylor Swift,23,4
Rack City,Tyga,24,21
Climax,Usher,25,8
Somebody That I Used To Know,Glee Cast,26,1
Good Feeling,Flo Rida,27,29
Domino,Jessie J,28,27
Birthday Cake,Rihanna,29,8
Drunk On You,Luke Bryan,30,7
Springsteen,Eric Church,31,7
International Love,Pitbull,32,24
Sexy And I Know It,LMFAO,33,33
Dance Again,Jennifer Lopez,34,2
Good Girl,Carrie Underwood,35,8
A Woman Like You,Lee Brice,36,17
Over You,Miranda Lambert,37,13
Brokenhearted,Karmin,38,6
Fly Over States,Jason Aldean,39,8
Turn Up The Music,Chris Brown,40,9
Party Rock Anthem,LMFAO,41,56
Drink On It,Blake Shelton,42,12
Moves Like Jagger,Maroon 5,43,43
Drank In My Cup,Kirko Bangz,44,10
Ni**as in Paris,Jay Z Kanye West,45,36
A Thousand Years,Christina Perri,46,26
It Will Rain,Bruno Mars,47,29
Dancin' Away With My Heart,Lady Antebellum,48,14
I Won't Give Up,Jason Mraz,49,15
